,node_id,node_type,node_name,node_source,group_name_auto,group_name_bert
3696,13439,disease,congenital bile acid synthesis defect 3,MONDO,congenital bile acid synthesis defect,congenital bile acid synthesis defect
3697,8287,disease,Greig cephalopolysyndactyly syndrome,MONDO,Greig cephalopolysyndactyly syndrome,Greig cephalopolysyndactyly syndrome
3698,7395,disease,craniofacial-deafness-hand syndrome,MONDO,craniofacial-deafness-hand syndrome,craniofacial-deafness-hand syndrome
3699,26733,disease,"intellectual developmental disorder, X-linked, syndromic, Hackmann-Di Donato type",MONDO,"intellectual developmental disorder, X-linked, syndromic, Hackmann-Di Donato type","intellectual developmental disorder, X-linked, syndromic, Pilorge type"
3700,9519,disease,letterer-Siwe disease,MONDO,letterer-Siwe disease,letterer-Siwe disease
3701,9439,disease,autosomal recessive congenital ichthyosis 2,MONDO,autosomal recessive congenital ichthyosis,autosomal recessive congenital ichthyosis
3702,14120,disease,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A13",MONDO,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),","muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),"
3703,13621,disease,LAMB2-related infantile-onset nephrotic syndrome,MONDO,LAMB2-related infantile-onset nephrotic syndrome,LAMB2-related infantile-onset nephrotic syndrome
3704,11893,disease,autosomal dominant nonsyndromic hearing loss 52,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3705,8160,disease,osteosclerosis with ichthyosis and fractures,MONDO,osteosclerosis with ichthyosis and fractures,osteosclerosis with ichthyosis and fractures
3706,10945,disease,retinitis pigmentosa 17,MONDO,retinitis pigmentosa,retinitis pigmentosa
3707,11311,disease,"obsolete glaucoma 1, open angle, F",MONDO,"obsolete glaucoma 1, open angle","glaucoma 1, open angle"
3708,9964,disease,short-rib thoracic dysplasia 9 with or without polydactyly,MONDO,short-rib thoracic dysplasia 9 with or without polydactyly,short-rib thoracic dysplasia 10 with or without polydactyly
3709,18764,disease,microcephalic primordial dwarfism due to RTTN deficiency,MONDO,microcephalic primordial dwarfism due to RTTN deficiency,microcephalic primordial dwarfism due to RTTN deficiency
3710,11191,disease,capillary infantile hemangioma,MONDO,capillary infantile hemangioma,capillary infantile hemangioma
3711,100301,disease,"hemangioma, capillary infantile, susceptibility to",MONDO,"hemangioma, capillary infantile, susceptibility to","hemangioma, capillary infantile, susceptibility to"
3712,8471,disease,spondyloepiphyseal dysplasia congenita,MONDO,spondyloepiphyseal dysplasia congenita,"spondyloepiphyseal dysplasia tarda, autosomal dominant"
3713,8226,disease,"periodontitis, aggressive 1",MONDO,"periodontitis, aggressive","periodontitis, aggressive"
3714,859367,disease,retinitis pigmentosa 96,MONDO,retinitis pigmentosa,retinitis pigmentosa
3715,14122,disease,"myofibromatosis, infantile, 2",MONDO,"myofibromatosis, infantile","myofibromatosis, infantile"
3716,8561,disease,thumb deformity,MONDO,thumb deformity,thumb deformity
3717,14112,disease,cardiofaciocutaneous syndrome 2,MONDO,cardiofaciocutaneous syndrome,cardiofaciocutaneous syndrome
3718,7710,disease,facial hemiatrophy,MONDO,facial hemiatrophy,facial hemiatrophy
3719,10342,disease,"autism, susceptibility to, X-linked 3",MONDO,"autism, susceptibility to, X-linked","autism, susceptibility to, X-linked"
3720,10539,disease,X-linked mandibulofacial dysostosis,MONDO,X-linked mandibulofacial dysostosis,X-linked mandibulofacial dysostosis
3721,8672,disease,Watson syndrome,MONDO,Watson syndrome,Watson syndrome
3722,859149,disease,hypertriglyceridemia 2,MONDO,hypertriglyceridemia,hypertriglyceridemia
3723,9911,disease,"prolactin deficiency, isolated",MONDO,"prolactin deficiency, isolated","prolactin deficiency, isolated"
3724,7166,disease,ataxia with fasciculations,MONDO,ataxia with fasciculations,ataxia with fasciculations
3725,9351,disease,homocarnosinosis,MONDO,homocarnosinosis,homocarnosinosis
3726,7783,disease,"malignant hyperthermia, susceptibility to, 1",MONDO,"malignant hyperthermia, susceptibility to","malignant hyperthermia, susceptibility to"
3727,13823,disease,autosomal dominant nonsyndromic hearing loss 4B,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3728,700060,disease,"leukemia, acute, X-linked",MONDO,"leukemia, acute, X-linked","leukemia, acute, X-linked"
3729,32897,disease,intellectual developmental disorder with hypotonia and behavioral abnormalities,MONDO,intellectual developmental disorder with hypotonia and behavioral abnormalities,intellectual developmental disorder with hypotonia and behavioral abnormalities
3730,10084,disease,"sucrosuria, hiatus hernia and intellectual disability",MONDO,"sucrosuria, hiatus hernia and intellectual disability","sucrosuria, hiatus hernia and intellectual disability"
3731,13607,disease,monocytopenia with susceptibility to infections,MONDO,monocytopenia with susceptibility to infections,monocytopenia with susceptibility to infections
3732,12602,disease,autosomal recessive nonsyndromic hearing loss 24,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3733,32900,disease,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,MONDO,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements
3734,14099,disease,"nephrotic syndrome, type 8",MONDO,nephrotic syndrome,nephrotic syndrome
3735,10175,disease,van Bogaert-Hozay syndrome,MONDO,van Bogaert-Hozay syndrome,van Bogaert-Hozay syndrome
3736,9590,disease,metachromatic leukodystrophy due to saposin B deficiency,MONDO,metachromatic leukodystrophy due to saposin B deficiency,metachromatic leukodystrophy due to saposin B deficiency
3737,10732,disease,spastic paraparesis-deafness syndrome,MONDO,spastic paraparesis-deafness syndrome,spastic paraparesis-deafness syndrome
3738,13157,disease,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A5",MONDO,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),","muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies),"
3739,10914,disease,"carnitine palmitoyl transferase II deficiency, severe infantile form",MONDO,"carnitine palmitoyl transferase II deficiency, severe infantile form","carnitine palmitoyl transferase II deficiency, severe infantile form"
3740,54817,disease,"leukodystrophy, hypomyelinating, 17",MONDO,hypomyelinating leukodystrophy,hypomyelinating leukodystrophy
3741,36189,disease,oculogastrointestinal-neurodevelopmental syndrome,MONDO,oculogastrointestinal-neurodevelopmental syndrome,oculogastrointestinal-neurodevelopmental syndrome
3742,8775,disease,"Amobarbital, deficient N-hydroxylation of",MONDO,"Amobarbital, deficient N-hydroxylation of","Amobarbital, deficient N-hydroxylation of"
3743,20632,disease,"epileptic encephalopathy, infantile or early childhood, 3",MONDO,"epileptic encephalopathy, infantile or early childhood","epileptic encephalopathy, infantile or early childhood"
3744,15019,disease,Yao syndrome,MONDO,Yao syndrome,Yao syndrome
3745,11102,disease,autosomal dominant nonsyndromic hearing loss 12,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3746,13832,disease,keratoconus 8,MONDO,keratoconus,keratoconus
3747,8108,disease,oculocerebrocutaneous syndrome,MONDO,oculocerebrocutaneous syndrome,oculocerebrocutaneous syndrome
3748,7759,disease,"hyperlipidemia, familial combined, LPL related",MONDO,"hyperlipidemia, familial combined, LPL related","hyperlipidemia, familial combined, LPL related"
3749,10581,disease,"diabetes insipidus, nephrogenic, X-linked",MONDO,"diabetes insipidus, nephrogenic, X-linked","diabetes insipidus, nephrogenic, X-linked"
3750,32908,disease,CEBALID syndrome,MONDO,CEBALID syndrome,CEBALID syndrome
3751,7186,disease,gastroesophageal reflux disease,MONDO,gastroesophageal reflux disease,gastroesophageal reflux disease
3752,24562,disease,sick sinus syndrome 1,MONDO,sick sinus syndrome,sick sinus syndrome
3753,11881,disease,keratosis palmoplantaris striata 3,MONDO,keratosis palmoplantaris striata,keratosis palmoplantaris striata
3754,14859,disease,"developmental and epileptic encephalopathy, 37",MONDO,developmental and epileptic encephalopathy,developmental and epileptic encephalopathy
3755,8647,disease,hypertrophic cardiomyopathy 1,MONDO,hypertrophic cardiomyopathy,hypertrophic cardiomyopathy
3756,14460,disease,nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,MONDO,nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome
3757,33373,disease,"developmental and epileptic encephalopathy, 64",MONDO,developmental and epileptic encephalopathy,developmental and epileptic encephalopathy
3758,8072,disease,"IgA nephropathy, susceptibility to, 1",MONDO,"IgA nephropathy, susceptibility to","IgA nephropathy, susceptibility to"
3759,15024,disease,"ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type",MONDO,"ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type","ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant"
3760,11990,disease,"seizures, benign familial neonatal, 3",MONDO,"seizures, benign familial neonatal","seizures, benign familial neonatal"
3761,10060,disease,mitochondrial DNA depletion syndrome 7 (hepatocerebral type),MONDO,mitochondrial DNA depletion syndrome 7 (hepatocerebral type),mitochondrial DNA depletion syndrome 7 (hepatocerebral type)
3762,13155,disease,"muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B3",MONDO,"muscular dystrophy-dystroglycanopathy (congenital with intellectual disability),","muscular dystrophy-dystroglycanopathy (congenital with intellectual disability),"
3763,11513,disease,"Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology",MONDO,"Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology","Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology"
3764,12926,disease,amelogenesis imperfecta hypomaturation type 2A2,MONDO,amelogenesis imperfecta hypomaturation type 2A2,amelogenesis imperfecta hypomaturation type 2A4
3765,9310,disease,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2",MONDO,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive,","granulomatous disease, chronic, autosomal recessive, cytochrome b-positive,"
3766,12060,disease,autosomal recessive nonsyndromic hearing loss 35,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
3767,32910,disease,"mitochondrial complex 1 deficiency, nuclear type 34",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear"
3768,859175,disease,nephronophthisis-like nephropathy 2,MONDO,nephronophthisis-like nephropathy,nephronophthisis-like nephropathy
3769,7723,disease,"Hirschsprung disease, susceptibility to, 1",MONDO,"Hirschsprung disease, susceptibility to","Hirschsprung disease, susceptibility to"
3770,9083,disease,conductive deafness-malformed external ear syndrome,MONDO,conductive deafness-malformed external ear syndrome,conductive deafness-malformed external ear syndrome
3771,11512,disease,Brooke-Spiegler syndrome,MONDO,Brooke-Spiegler syndrome,Brooke-Spiegler syndrome
3772,8381,disease,dominant pericentral pigmentary retinopathy,MONDO,dominant pericentral pigmentary retinopathy,dominant pericentral pigmentary retinopathy
3773,7084,disease,familial focal alopecia,MONDO,familial focal alopecia,familial focal alopecia
3774,10005,disease,saccharopinuria,MONDO,saccharopinuria,saccharopinuria
3775,15020,disease,"intellectual disability, autosomal recessive 59",MONDO,"intellectual disability, autosomal recessive","intellectual disability, autosomal recessive"
3776,11988,disease,neutrophil immunodeficiency syndrome,MONDO,neutrophil immunodeficiency syndrome,neutrophil immunodeficiency syndrome
3777,13818,disease,trichohepatoenteric syndrome 2,MONDO,trichohepatoenteric syndrome,trichohepatoenteric syndrome
3778,12197,disease,idiopathic aplastic anemia,MONDO,idiopathic aplastic anemia,idiopathic aplastic anemia
3779,859150,disease,BDV syndrome,MONDO,BDV syndrome,BDV syndrome
3780,7371,disease,cornea guttata with anterior polar cataracts,MONDO,cornea guttata with anterior polar cataracts,cornea guttata with anterior polar cataracts
3781,33554,disease,immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia,MONDO,immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia,immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia
3782,13601,disease,gluthathione peroxidase deficiency,MONDO,gluthathione peroxidase deficiency,gluthathione peroxidase deficiency
3783,11451,disease,"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1",MONDO,"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency","cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency"
3784,13605,disease,brittle cornea syndrome 2,MONDO,brittle cornea syndrome,brittle cornea syndrome
3785,10818,disease,retinitis pigmentosa 12,MONDO,retinitis pigmentosa,retinitis pigmentosa
3786,8666,disease,volvulus of midgut,MONDO,volvulus of midgut,volvulus of midgut
3787,7652,disease,gastric mucosal hypertrophy,MONDO,gastric mucosal hypertrophy,gastric mucosal hypertrophy
3788,11683,disease,oculocutaneous albinism type 4,MONDO,oculocutaneous albinism,oculocutaneous albinism
3789,33556,disease,"muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type b, 15",MONDO,"muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type b, 15","muscular dystrophy-dystroglycanopathy (congenital with intellectual disability),"
3790,14450,disease,"breasts and/or nipples, aplasia or hypoplasia of, 2",MONDO,"breasts and/or nipples, aplasia or hypoplasia of","breasts and/or nipples, aplasia or hypoplasia of"
3791,7520,disease,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1",MONDO,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome","ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome"
3792,8912,disease,cardiac septal defects with coarctation of the aorta,MONDO,cardiac septal defects with coarctation of the aorta,cardiac septal defects with coarctation of the aorta
3793,13171,disease,purine nucleoside phosphorylase deficiency,MONDO,purine nucleoside phosphorylase deficiency,purine nucleoside phosphorylase deficiency
3794,13825,disease,congenital diarrhea 6,MONDO,congenital diarrhea 6,congenital diarrhea 6
